太陽總輻射 (兆焦耳/平方米) - 滘西洲
Global Solar Radiation (MJ/m&sup2;) - Kau Sai Chau
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2017,5,7,13.33,C
2017,5,8,7.12,C
2017,5,9,17.54,C
2017,5,10,13.83,C
2017,5,11,24.36,C
2017,5,12,17.27,C
2017,5,13,6.26,C
2017,5,14,12.31,C
2017,5,15,3.98,C
2017,5,16,7.27,C
2017,5,17,22.43,C
2017,5,18,14.24,C
2017,5,19,6.00,C
2017,5,20,3.67,C
2017,5,21,3.85,C
2017,5,22,4.93,C
2017,5,23,8.93,C
2017,5,24,2.21,C
2017,5,25,14.32,C
2017,5,26,7.77,C
2017,5,27,22.13,C
2017,5,28,26.78,C
2017,5,29,27.10,C
2017,5,30,17.61,C
2017,5,31,25.12,C
2017,6,1,10.41,C
2017,6,2,11.20,C
2017,6,3,22.65,C
2017,6,4,20.23,C
2017,6,5,23.73,C
2017,6,6,17.77,C
2017,6,7,21.97,C
2017,6,8,24.77,C
2017,6,9,21.63,C
2017,6,10,26.14,C
2017,6,11,26.85,C
2017,6,12,16.37,C
2017,6,13,2.16,C
2017,6,14,7.41,C
2017,6,15,15.36,C
2017,6,16,2.51,C
2017,6,17,3.85,C
2017,6,18,6.95,C
2017,6,19,8.25,C
2017,6,20,6.66,C
2017,6,21,5.45,C
2017,6,22,22.09,C
2017,6,23,22.77,C
2017,6,24,20.46,C
2017,6,25,22.50,C
2017,6,26,22.15,C
2017,6,27,20.38,C
2017,6,28,24.78,C
2017,6,29,26.96,C
2017,6,30,27.31,C
2017,7,1,22.51,C
2017,7,2,10.89,C
2017,7,3,10.00,C
2017,7,4,13.16,C
2017,7,5,24.85,C
2017,7,6,10.73,C
2017,7,7,15.91,C
2017,7,8,8.12,C
2017,7,9,26.38,C
2017,7,10,26.31,C
2017,7,11,28.62,C
2017,7,12,20.22,C
2017,7,13,23.20,C
2017,7,14,15.63,C
2017,7,15,24.16,C
2017,7,16,7.29,C
2017,7,17,9.62,C
2017,7,18,6.88,C
2017,7,19,22.53,C
2017,7,20,22.10,C
2017,7,21,25.96,C
2017,7,22,23.08,C
2017,7,23,4.22,C
2017,7,24,19.70,C
2017,7,25,21.39,C
2017,7,26,24.46,C
2017,7,27,11.00,C
2017,7,28,26.36,C
2017,7,29,21.70,C
2017,7,30,22.64,C
2017,7,31,15.23,C
2017,8,1,15.79,C
2017,8,2,8.75,C
2017,8,3,9.69,C
2017,8,4,9.58,C
2017,8,5,24.41,C
2017,8,6,18.20,C
2017,8,7,25.77,C
2017,8,8,22.96,C
2017,8,9,12.06,C
2017,8,10,17.79,C
2017,8,11,21.69,C
2017,8,12,23.65,C
2017,8,13,25.65,C
2017,8,14,26.46,C
2017,8,15,26.16,C
2017,8,16,22.99,C
2017,8,17,22.81,C
2017,8,18,26.69,C
2017,8,19,25.77,C
2017,8,20,25.34,C
2017,8,21,24.25,C
2017,8,22,19.75,C
2017,8,23,4.15,C
2017,8,24,23.52,C
2017,8,25,21.62,C
2017,8,26,26.11,C
2017,8,27,1.96,C
2017,8,28,3.05,C
2017,8,29,26.53,C
2017,8,30,21.64,C
2017,8,31,18.06,C
2017,9,1,13.80,C
2017,9,2,11.16,C
2017,9,3,8.04,C
2017,9,4,5.25,C
2017,9,5,11.87,C
2017,9,6,16.18,C
2017,9,7,16.04,C
2017,9,8,21.13,C
2017,9,9,19.47,C
2017,9,10,21.02,C
2017,9,11,23.02,C
2017,9,12,22.94,C
2017,9,13,20.52,C
2017,9,14,19.41,C
2017,9,15,17.33,C
2017,9,16,21.85,C
2017,9,17,22.20,C
2017,9,18,18.61,C
2017,9,19,19.16,C
2017,9,20,15.61,C
2017,9,21,19.50,C
2017,9,22,18.69,C
2017,9,23,17.25,C
2017,9,24,15.67,C
2017,9,25,17.45,C
2017,9,26,24.06,C
2017,9,27,23.41,C
2017,9,28,23.49,C
2017,9,29,17.08,C
2017,9,30,14.68,C
2017,10,1,12.47,C
2017,10,2,16.49,C
2017,10,3,21.93,C
2017,10,4,13.28,C
2017,10,5,16.91,C
2017,10,6,19.33,C
2017,10,7,19.66,C
2017,10,8,15.53,C
2017,10,9,14.94,C
2017,10,10,17.93,C
2017,10,11,21.72,C
2017,10,12,19.33,C
2017,10,13,22.07,C
2017,10,14,9.26,C
2017,10,15,6.03,C
2017,10,16,9.51,C
2017,10,17,8.06,C
2017,10,18,21.36,C
2017,10,19,15.18,C
2017,10,20,16.81,C
2017,10,21,21.32,C
2017,10,22,20.85,C
2017,10,23,20.28,C
2017,10,24,19.92,C
2017,10,25,19.75,C
2017,10,26,19.53,C
2017,10,27,19.91,C
2017,10,28,19.88,C
2017,10,29,19.41,C
2017,10,30,19.02,C
2017,10,31,19.52,C
2017,11,1,20.33,C
2017,11,2,20.18,C
2017,11,3,18.11,C
2017,11,4,9.49,C
2017,11,5,15.87,C
2017,11,6,10.66,C
2017,11,7,7.83,C
2017,11,8,11.83,C
2017,11,9,14.67,C
2017,11,10,18.18,C
2017,11,11,10.61,C
2017,11,12,4.54,C
2017,11,13,2.59,C
2017,11,14,6.53,C
2017,11,15,4.58,C
2017,11,16,13.73,C
2017,11,17,17.49,C
2017,11,18,8.41,C
2017,11,19,2.64,C
2017,11,20,4.81,C
2017,11,21,7.86,C
2017,11,22,15.67,C
2017,11,23,14.07,C
2017,11,24,10.15,C
2017,11,25,5.31,C
2017,11,26,12.55,C
2017,11,27,9.31,C
2017,11,28,9.32,C
2017,11,29,11.45,C
2017,11,30,3.07,C
2017,12,1,12.30,C
2017,12,2,15.76,C
2017,12,3,15.32,C
2017,12,4,16.26,C
2017,12,5,9.30,C
2017,12,6,15.69,C
2017,12,7,10.99,C
2017,12,8,16.58,C
2017,12,9,15.45,C
2017,12,10,15.16,C
2017,12,11,16.29,C
2017,12,12,10.13,C
2017,12,13,3.11,C
2017,12,14,8.07,C
2017,12,15,12.23,C
2017,12,16,12.94,C
2017,12,17,5.95,C
2017,12,18,16.70,C
2017,12,19,8.44,#
2017,12,20,17.59,C
2017,12,21,17.43,C
2017,12,22,14.70,C
2017,12,23,6.84,C
2017,12,24,16.04,C
2017,12,25,15.05,C
2017,12,26,14.54,C
2017,12,27,16.31,C
2017,12,28,7.74,C
2017,12,29,16.76,C
2017,12,30,16.09,C
2017,12,31,16.53,C
2018,1,1,11.04,C
2018,1,2,7.89,C
2018,1,3,15.49,C
2018,1,4,2.83,C
2018,1,5,5.71,C
2018,1,6,1.27,C
2018,1,7,2.32,C
2018,1,8,1.50,C
2018,1,9,2.89,C
2018,1,10,9.81,C
2018,1,11,17.85,C
2018,1,12,18.50,C
2018,1,13,17.97,C
2018,1,14,18.32,C
2018,1,15,17.63,C
2018,1,16,17.70,C
2018,1,17,17.79,C
2018,1,18,17.00,C
2018,1,19,2.55,C
2018,1,20,11.21,C
2018,1,21,11.12,C
2018,1,22,15.54,C
2018,1,23,10.22,C
2018,1,24,10.05,C
2018,1,25,10.04,C
2018,1,26,3.93,C
2018,1,27,7.52,C
2018,1,28,5.30,C
2018,1,29,2.82,C
2018,1,30,2.09,C
2018,1,31,3.65,C
2018,2,1,7.92,C
2018,2,2,3.60,C
2018,2,3,4.24,C
2018,2,4,6.52,C
2018,2,5,9.27,C
2018,2,6,1.34,C
2018,2,7,13.24,C
2018,2,8,13.69,C
2018,2,9,7.32,C
2018,2,10,15.08,C
2018,2,11,16.36,C
2018,2,12,19.55,C
2018,2,13,20.19,C
2018,2,14,8.57,C
2018,2,15,13.35,C
2018,2,16,19.66,C
2018,2,17,6.24,C
2018,2,18,6.57,C
2018,2,19,5.26,C
2018,2,20,8.50,C
2018,2,21,3.49,C
2018,2,22,1.64,C
2018,2,23,8.02,C
2018,2,24,8.38,C
2018,2,25,16.23,C
2018,2,26,5.31,C
2018,2,27,17.06,C
2018,2,28,14.78,C
2018,3,1,9.38,C
2018,3,2,11.21,C
2018,3,3,3.26,C
2018,3,4,4.07,C
2018,3,5,18.07,C
2018,3,6,3.07,C
2018,3,7,7.00,C
2018,3,8,3.34,C
2018,3,9,25.20,C
2018,3,10,25.12,C
2018,3,11,23.65,C
2018,3,12,22.32,C
2018,3,13,20.61,C
2018,3,14,2.96,C
2018,3,15,10.10,C
2018,3,16,20.87,C
2018,3,17,3.71,C
2018,3,18,10.00,C
2018,3,19,8.71,C
2018,3,20,19.07,C
2018,3,21,25.37,C
2018,3,22,23.28,C
2018,3,23,22.59,C
2018,3,24,9.11,C
2018,3,25,15.66,C
2018,3,26,19.97,C
2018,3,27,20.21,C
2018,3,28,19.32,C
2018,3,29,17.40,C
2018,3,30,22.36,C
2018,3,31,24.76,C
2018,4,1,22.54,C
2018,4,2,23.46,C
2018,4,3,24.04,C
2018,4,4,25.72,C
2018,4,5,23.57,C
2018,4,6,13.66,C
2018,4,7,8.04,C
2018,4,8,25.91,C
2018,4,9,19.66,C
2018,4,10,25.54,C
2018,4,11,13.15,C
2018,4,12,15.77,C
2018,4,13,16.25,C
2018,4,14,16.03,C
2018,4,15,5.60,C
2018,4,16,2.59,C
2018,4,17,9.60,C
2018,4,18,12.98,C
2018,4,19,18.82,C
2018,4,20,7.60,C
2018,4,21,11.76,C
2018,4,22,16.51,C
2018,4,23,21.28,C
2018,4,24,7.24,C
2018,4,25,3.04,C
2018,4,26,4.92,C
2018,4,27,12.45,C
2018,4,28,13.75,C
2018,4,29,21.50,C
2018,4,30,14.01,C
2018,5,1,16.18,C
2018,5,2,24.69,C
2018,5,3,17.55,C
2018,5,4,5.07,C
2018,5,5,8.26,C
2018,5,6,24.11,C
2018,5,7,10.08,C
2018,5,8,6.72,C
2018,5,9,3.10,C
2018,5,10,1.41,#
2018,5,11,5.31,C
2018,5,12,23.29,C
2018,5,13,26.29,C
2018,5,14,26.71,C
2018,5,15,27.17,C
2018,5,16,26.01,C
2018,5,17,24.62,C
2018,5,18,24.88,C
2018,5,19,27.66,C
2018,5,20,27.84,C
2018,5,21,24.62,C
2018,5,22,28.32,C
2018,5,23,25.98,C
2018,5,24,21.24,C
2018,5,25,24.14,C
2018,5,26,26.79,C
2018,5,27,26.97,C
2018,5,28,24.06,C
2018,5,29,26.66,C
2018,5,30,24.49,C
2018,5,31,27.60,C
2018,6,1,18.68,C
2018,6,2,26.04,C
2018,6,3,25.06,C
2018,6,4,15.92,C
2018,6,5,9.47,C
2018,6,6,2.20,C
2018,6,7,6.07,C
2018,6,8,5.51,C
2018,6,9,14.83,C
2018,6,10,24.60,C
2018,6,11,26.99,C
2018,6,12,4.83,C
2018,6,13,2.95,C
2018,6,14,11.96,C
2018,6,15,14.00,C
2018,6,16,25.07,C
2018,6,17,21.46,C
2018,6,18,23.74,C
2018,6,19,16.28,C
2018,6,20,22.04,C
2018,6,21,18.48,C
2018,6,22,6.16,C
2018,6,23,5.37,C
2018,6,24,21.92,C
2018,6,25,13.80,C
2018,6,26,24.05,C
2018,6,27,22.36,C
2018,6,28,23.65,C
2018,6,29,24.45,C
2018,6,30,21.85,C
2018,7,1,24.18,C
2018,7,2,10.69,C
2018,7,3,6.80,C
2018,7,4,20.28,C
2018,7,5,10.65,C
2018,7,6,22.96,C
2018,7,7,9.52,C
2018,7,8,17.04,C
2018,7,9,22.58,C
2018,7,10,21.50,C
2018,7,11,26.05,C
2018,7,12,24.53,C
2018,7,13,4.08,C
2018,7,14,12.87,C
2018,7,15,5.96,C
2018,7,16,21.04,C
2018,7,17,23.58,C
2018,7,18,11.11,C
2018,7,19,17.48,C
2018,7,20,20.88,C
2018,7,21,25.25,C
2018,7,22,23.26,C
2018,7,23,15.03,C
2018,7,24,17.99,C
2018,7,25,25.80,C
2018,7,26,26.62,C
2018,7,27,25.32,C
2018,7,28,27.59,C
2018,7,29,28.27,C
2018,7,30,26.79,C
2018,7,31,24.45,C
2018,8,1,21.71,C
2018,8,2,23.51,C
2018,8,3,16.62,C
2018,8,4,19.17,C
2018,8,5,22.37,C
2018,8,6,22.51,C
2018,8,7,20.23,C
2018,8,8,24.40,C
2018,8,9,20.29,C
2018,8,10,9.79,C
2018,8,11,4.89,C
2018,8,12,5.39,C
2018,8,13,19.72,C
2018,8,14,11.36,C
2018,8,15,15.04,C
2018,8,16,8.79,C
2018,8,17,6.03,C
2018,8,18,13.16,C
2018,8,19,12.97,C
2018,8,20,8.48,C
2018,8,21,15.40,C
2018,8,22,19.57,C
2018,8,23,15.22,C
2018,8,24,16.16,C
2018,8,25,21.47,C
2018,8,26,16.35,C
2018,8,27,10.89,C
2018,8,28,7.09,C
2018,8,29,5.26,C
2018,8,30,5.18,C
2018,8,31,4.15,C
2018,9,1,2.56,C
2018,9,2,12.76,C
2018,9,3,16.47,C
2018,9,4,21.26,C
2018,9,5,20.59,C
2018,9,6,21.80,C
2018,9,7,21.93,C
2018,9,8,12.90,C
2018,9,9,16.56,C
2018,9,10,11.02,C
2018,9,11,24.96,C
2018,9,12,9.73,C
2018,9,13,16.60,C
2018,9,14,16.89,C
2018,9,15,24.33,C
2018,9,16,1.03,C
2018,9,17,10.20,C
2018,9,18,17.86,C
2018,9,19,23.79,C
2018,9,20,21.72,C
2018,9,21,23.80,C
2018,9,22,21.80,C
2018,9,23,20.57,C
2018,9,24,11.13,C
2018,9,25,18.56,C
2018,9,26,13.18,C
2018,9,27,13.47,C
2018,9,28,16.38,C
2018,9,29,22.54,C
2018,9,30,22.46,C
2018,10,1,15.33,C
2018,10,2,21.05,C
2018,10,3,20.69,C
2018,10,4,22.43,C
2018,10,5,23.41,C
2018,10,6,23.02,C
2018,10,7,22.33,C
2018,10,8,10.99,#
2018,10,9,14.60,C
2018,10,10,4.80,C
2018,10,11,8.15,C
2018,10,12,16.03,#
2018,10,13,16.16,C
2018,10,14,9.02,C
2018,10,15,4.82,C
2018,10,16,3.93,C
2018,10,17,5.78,C
2018,10,18,5.11,C
2018,10,19,7.62,#
2018,10,20,11.15,#
2018,10,21,18.46,#
2018,10,22,12.96,C
2018,10,23,11.10,C
2018,10,24,13.93,C
2018,10,25,15.06,C
2018,10,26,17.00,C
2018,10,27,14.59,C
2018,10,28,20.35,C
2018,10,29,21.41,C
2018,10,30,20.99,C
2018,10,31,16.97,C
2018,11,1,16.64,C
2018,11,2,9.08,C
2018,11,3,6.50,C
2018,11,4,7.31,C
2018,11,5,14.72,C
2018,11,6,18.92,C
2018,11,7,17.89,C
2018,11,8,14.75,C
2018,11,9,14.32,C
2018,11,10,7.71,C
2018,11,11,11.92,C
2018,11,12,12.67,C
2018,11,13,12.80,C
2018,11,14,12.22,C
2018,11,15,5.34,C
2018,11,16,7.14,C
2018,11,17,3.43,C
2018,11,18,9.22,C
2018,11,19,14.04,C
2018,11,20,7.21,C
2018,11,21,15.64,C
2018,11,22,8.47,C
2018,11,23,17.13,C
2018,11,24,11.20,C
2018,11,25,2.76,C
2018,11,26,6.10,C
2018,11,27,5.69,C
2018,11,28,5.01,#
2018,11,29,14.11,#
2018,11,30,16.96,C
2018,12,1,13.28,C
2018,12,2,13.12,C
2018,12,3,14.44,C
2018,12,4,14.62,C
2018,12,5,3.35,C
2018,12,6,6.80,C
2018,12,7,1.16,C
2018,12,8,8.12,C
2018,12,9,4.92,C
2018,12,10,2.92,#
2018,12,11,13.02,C
2018,12,12,3.83,C
2018,12,13,10.09,C
2018,12,14,4.24,C
2018,12,15,13.95,C
2018,12,16,9.23,C
2018,12,17,14.67,C
2018,12,18,15.74,C
2018,12,19,10.06,C
2018,12,20,5.75,C
2018,12,21,12.01,C
2018,12,22,13.64,C
2018,12,23,3.57,C
2018,12,24,3.94,C
2018,12,25,6.73,C
2018,12,26,16.91,C
2018,12,27,12.26,C
2018,12,28,11.99,C
2018,12,29,9.37,C
2018,12,30,10.00,C
2018,12,31,13.44,C
2019,1,1,10.78,C
2019,1,2,5.19,C
2019,1,3,5.26,C
2019,1,4,8.20,C
2019,1,5,6.65,C
2019,1,6,4.30,C
2019,1,7,6.01,C
2019,1,8,6.33,C
2019,1,9,5.97,C
2019,1,10,6.76,C
2019,1,11,12.34,C
2019,1,12,15.59,C
2019,1,13,2.98,C
2019,1,14,4.14,C
2019,1,15,7.97,C
2019,1,16,9.14,C
2019,1,17,16.68,C
2019,1,18,6.53,C
2019,1,19,9.31,C
2019,1,20,12.78,C
2019,1,21,12.99,C
2019,1,22,17.55,C
2019,1,23,17.08,C
2019,1,24,17.96,C
2019,1,25,18.12,C
2019,1,26,15.88,C
2019,1,27,14.41,C
2019,1,28,12.25,C
2019,1,29,15.85,C
2019,1,30,8.21,C
2019,1,31,16.67,C
2019,2,1,7.59,C
2019,2,2,8.14,C
2019,2,3,13.49,C
2019,2,4,13.85,C
2019,2,5,9.36,C
2019,2,6,11.82,C
2019,2,7,14.24,C
2019,2,8,8.75,C
2019,2,9,3.08,C
2019,2,10,2.20,C
2019,2,11,3.93,C
2019,2,12,15.55,C
2019,2,13,11.17,C
2019,2,14,14.77,C
2019,2,15,6.16,C
2019,2,16,18.14,C
2019,2,17,3.47,C
2019,2,18,1.60,C
2019,2,19,8.78,C
2019,2,20,8.51,C
2019,2,21,3.70,C
2019,2,22,18.58,C
2019,2,23,1.41,C
2019,2,24,8.92,C
2019,2,25,4.64,C
2019,2,26,2.17,C
2019,2,27,6.64,C
2019,2,28,17.64,C
2019,3,1,5.18,C
2019,3,2,7.22,C
2019,3,3,11.53,C
2019,3,4,7.70,C
2019,3,5,7.58,C
2019,3,6,1.90,C
2019,3,7,1.64,C
2019,3,8,1.66,C
2019,3,9,1.49,C
2019,3,10,3.24,C
2019,3,11,12.09,#
2019,3,12,22.19,C
2019,3,13,13.77,C
2019,3,14,2.08,C
2019,3,15,3.45,C
2019,3,16,11.48,C
2019,3,17,5.46,C
2019,3,18,10.29,C
2019,3,19,19.78,C
2019,3,20,4.38,C
2019,3,21,20.31,C
2019,3,22,8.45,C
2019,3,23,2.05,C
2019,3,24,2.18,C
2019,3,25,10.89,C
2019,3,26,10.75,C
2019,3,27,9.06,C
2019,3,28,15.48,C
2019,3,29,13.55,C
2019,3,30,3.37,C
2019,3,31,3.13,C
2019,4,1,5.97,C
2019,4,2,7.73,C
2019,4,3,12.66,C
2019,4,4,12.04,C
2019,4,5,21.90,C
2019,4,6,21.92,C
2019,4,7,19.87,C
2019,4,8,16.23,C
2019,4,9,19.39,C
2019,4,10,16.11,C
2019,4,11,11.05,C
2019,4,12,2.61,C
2019,4,13,1.41,C
2019,4,14,2.75,C
2019,4,15,4.16,C
2019,4,16,4.76,C
2019,4,17,14.87,C
2019,4,18,3.81,C
2019,4,19,6.50,C
2019,4,20,1.57,C
2019,4,21,10.69,C
2019,4,22,16.23,C
2019,4,23,19.28,C
2019,4,24,19.11,C
2019,4,25,21.15,C
2019,4,26,22.18,C
2019,4,27,5.02,C
2019,4,28,14.23,C
2019,4,29,16.83,C
2019,4,30,8.70,C
2019,5,1,16.47,C
2019,5,2,2.32,C
2019,5,3,6.91,C
2019,5,4,4.70,C
2019,5,5,1.75,C
2019,5,6,3.12,C
2019,5,7,2.48,C
2019,5,8,2.60,C
2019,5,9,9.77,C
2019,5,10,14.16,C
2019,5,11,25.36,C
2019,5,12,23.46,C
2019,5,13,5.10,C
2019,5,14,20.23,C
2019,5,15,12.64,C
2019,5,16,17.51,C
2019,5,17,12.70,C
2019,5,18,22.94,C
2019,5,19,19.34,C
2019,5,20,11.84,C
2019,5,21,8.77,C
2019,5,22,18.76,C
2019,5,23,2.51,C
2019,5,24,5.64,C
2019,5,25,14.08,C
2019,5,26,7.26,C
2019,5,27,6.10,C
2019,5,28,6.78,C
2019,5,29,3.20,C
2019,5,30,4.84,C
2019,5,31,6.67,C
2019,6,1,12.84,C
2019,6,2,17.70,C
2019,6,3,13.55,C
2019,6,4,12.49,C
2019,6,5,23.10,C
2019,6,6,25.04,C
2019,6,7,25.95,C
2019,6,8,21.44,C
2019,6,9,20.15,C
2019,6,10,11.03,C
2019,6,11,6.20,C
2019,6,12,6.68,C
2019,6,13,6.10,C
2019,6,14,21.73,C
2019,6,15,24.93,C
2019,6,16,22.69,C
2019,6,17,11.54,C
2019,6,18,10.87,C
2019,6,19,15.99,C
2019,6,20,21.05,C
2019,6,21,23.55,C
2019,6,22,24.02,C
2019,6,23,14.87,C
2019,6,24,6.29,C
2019,6,25,8.51,C
2019,6,26,13.05,C
2019,6,27,19.83,C
2019,6,28,12.58,C
2019,6,29,20.61,C
2019,6,30,21.33,C
2019,7,1,25.63,C
2019,7,2,15.98,C
2019,7,3,3.98,C
2019,7,4,17.26,C
2019,7,5,20.76,C
2019,7,6,16.43,C
2019,7,7,15.98,C
2019,7,8,21.24,C
2019,7,9,15.23,C
2019,7,10,5.55,C
2019,7,11,13.82,C
2019,7,12,22.47,C
2019,7,13,19.49,C
2019,7,14,19.18,C
2019,7,15,22.98,C
2019,7,16,25.12,C
2019,7,17,22.25,C
2019,7,18,22.36,C
2019,7,19,9.35,C
2019,7,20,9.18,C
2019,7,21,14.61,C
2019,7,22,8.56,C
2019,7,23,21.53,C
2019,7,24,18.72,C
2019,7,25,22.16,C
2019,7,26,25.45,C
2019,7,27,23.01,C
2019,7,28,12.42,C
2019,7,29,8.21,C
2019,7,30,18.46,C
2019,7,31,4.92,C
2019,8,1,1.87,C
2019,8,2,12.23,C
2019,8,3,7.65,C
2019,8,4,13.42,C
2019,8,5,27.24,C
2019,8,6,15.17,C
2019,8,7,22.43,C
2019,8,8,24.24,C
2019,8,9,23.66,C
2019,8,10,22.03,C
2019,8,11,22.96,C
2019,8,12,16.32,C
2019,8,13,24.43,C
2019,8,14,23.16,C
2019,8,15,21.89,C
2019,8,16,11.07,C
2019,8,17,9.02,C
2019,8,18,10.89,C
2019,8,19,17.82,C
2019,8,20,17.04,C
2019,8,21,24.06,C
2019,8,22,23.50,C
2019,8,23,22.82,C
2019,8,24,23.23,C
2019,8,25,2.72,C
2019,8,26,9.45,C
2019,8,27,20.79,C
2019,8,28,21.27,C
2019,8,29,15.85,C
2019,8,30,13.55,C
2019,8,31,14.95,C
2019,9,1,17.72,C
2019,9,2,5.56,C
2019,9,3,17.60,C
2019,9,4,13.39,C
2019,9,5,16.88,C
2019,9,6,24.21,C
2019,9,7,21.90,C
2019,9,8,23.22,C
2019,9,9,22.76,C
2019,9,10,24.79,C
2019,9,11,22.35,C
2019,9,12,23.58,C
2019,9,13,17.44,C
2019,9,14,19.47,C
2019,9,15,18.87,C
2019,9,16,22.72,C
2019,9,17,15.45,C
2019,9,18,17.06,C
2019,9,19,23.38,C
2019,9,20,24.43,C
2019,9,21,24.52,C
2019,9,22,24.58,C
2019,9,23,18.93,C
2019,9,24,21.72,C
2019,9,25,21.22,C
2019,9,26,20.63,C
2019,9,27,20.34,C
2019,9,28,21.82,C
2019,9,29,20.82,C
2019,9,30,20.51,C
2019,10,1,21.08,C
2019,10,2,21.43,C
2019,10,3,20.55,C
2019,10,4,21.84,C
2019,10,5,22.32,C
2019,10,6,6.79,C
2019,10,7,14.91,C
2019,10,8,20.40,C
2019,10,9,19.24,C
2019,10,10,19.51,C
2019,10,11,19.45,C
2019,10,12,17.95,C
2019,10,13,13.15,C
2019,10,14,11.94,C
2019,10,15,19.75,C
2019,10,16,21.35,C
2019,10,17,20.11,C
2019,10,18,20.07,C
2019,10,19,19.79,C
2019,10,20,19.35,C
2019,10,21,19.43,C
2019,10,22,18.32,C
2019,10,23,18.51,C
2019,10,24,17.14,C
2019,10,25,17.45,C
2019,10,26,14.51,C
2019,10,27,15.94,C
2019,10,28,6.73,C
2019,10,29,7.86,C
2019,10,30,13.93,C
2019,10,31,12.36,C
2019,11,1,19.69,C
2019,11,2,18.77,C
2019,11,3,17.95,C
2019,11,4,17.68,C
2019,11,5,19.12,C
2019,11,6,17.88,C
2019,11,7,18.16,C
2019,11,8,18.50,C
2019,11,9,18.67,C
2019,11,10,18.37,C
2019,11,11,18.08,C
2019,11,12,10.17,C
2019,11,13,16.43,C
2019,11,14,16.44,C
2019,11,15,17.53,C
2019,11,16,14.53,C
2019,11,17,16.37,C
2019,11,18,17.11,C
2019,11,19,12.58,C
2019,11,20,15.07,C
2019,11,21,17.84,C
2019,11,22,17.76,C
2019,11,23,16.84,C
2019,11,24,17.56,C
2019,11,25,15.87,C
2019,11,26,7.92,C
2019,11,27,14.72,C
2019,11,28,17.64,C
2019,11,29,17.58,C
2019,11,30,17.47,C
2019,12,1,17.22,C
2019,12,2,16.58,C
2019,12,3,17.54,C
2019,12,4,17.91,C
2019,12,5,4.06,C
2019,12,6,14.41,C
2019,12,7,18.19,C
2019,12,8,18.30,C
2019,12,9,16.15,C
2019,12,10,16.40,C
2019,12,11,17.17,C
2019,12,12,13.62,C
2019,12,13,14.54,C
2019,12,14,16.62,C
2019,12,15,3.63,C
2019,12,16,7.75,C
2019,12,17,12.50,C
2019,12,18,12.71,C
2019,12,19,3.47,C
2019,12,20,13.11,C
2019,12,21,8.65,C
2019,12,22,9.76,C
2019,12,23,7.07,C
2019,12,24,13.67,C
2019,12,25,9.49,C
2019,12,26,14.98,C
2019,12,27,16.52,C
2019,12,28,13.03,C
2019,12,29,3.60,C
2019,12,30,6.05,C
2019,12,31,1.82,C
2020,1,1,5.27,C
2020,1,2,10.05,C
2020,1,3,15.40,C
2020,1,4,13.38,C
2020,1,5,12.23,C
2020,1,6,15.18,C
2020,1,7,13.35,C
2020,1,8,16.80,C
2020,1,9,5.84,C
2020,1,10,11.84,C
2020,1,11,12.92,C
2020,1,12,13.77,C
2020,1,13,5.07,C
2020,1,14,15.69,C
2020,1,15,10.07,C
2020,1,16,8.17,C
2020,1,17,6.14,C
2020,1,18,8.76,C
2020,1,19,11.85,C
2020,1,20,10.38,C
2020,1,21,11.69,C
2020,1,22,9.42,C
2020,1,23,13.40,C
2020,1,24,3.62,C
2020,1,25,5.89,C
2020,1,26,7.82,C
2020,1,27,9.14,C
2020,1,28,10.37,C
2020,1,29,14.90,C
2020,1,30,20.57,C
2020,1,31,19.53,C
2020,2,1,15.24,C
2020,2,2,6.85,C
2020,2,3,8.57,C
2020,2,4,5.50,C
2020,2,5,4.49,C
2020,2,6,4.58,C
2020,2,7,7.13,C
2020,2,8,5.85,C
2020,2,9,8.24,C
2020,2,10,6.68,C
2020,2,11,2.75,C
2020,2,12,11.46,C
2020,2,13,2.61,C
2020,2,14,3.65,C
2020,2,15,2.18,C
2020,2,16,4.82,#
2020,2,17,19.27,C
2020,2,18,20.58,C
2020,2,19,16.94,C
2020,2,20,15.69,C
2020,2,21,19.76,C
2020,2,22,20.08,C
2020,2,23,17.96,C
2020,2,24,8.80,C
2020,2,25,10.57,C
2020,2,26,22.13,C
2020,2,27,10.41,C
2020,2,28,11.10,C
2020,2,29,18.76,C
2020,3,1,19.79,C
2020,3,2,3.91,C
2020,3,3,7.65,C
2020,3,4,5.92,C
2020,3,5,8.37,C
2020,3,6,6.04,C
2020,3,7,7.77,C
2020,3,8,5.11,C
2020,3,9,6.78,C
2020,3,10,18.11,C
2020,3,11,3.71,C
2020,3,12,2.74,C
2020,3,13,3.82,C
2020,3,14,18.26,C
2020,3,15,15.80,C
2020,3,16,19.29,C
2020,3,17,3.38,C
2020,3,18,3.21,C
2020,3,19,3.24,C
2020,3,20,3.48,C
2020,3,21,2.39,C
2020,3,22,21.37,C
2020,3,23,22.74,C
2020,3,24,16.99,C
2020,3,25,14.29,C
2020,3,26,8.09,C
2020,3,27,16.21,C
2020,3,28,8.20,C
2020,3,29,2.29,C
2020,3,30,2.25,C
2020,3,31,1.88,C
2020,4,1,3.89,C
2020,4,2,3.64,#
2020,4,3,1.16,#
2020,4,4,***,
2020,4,5,***,
2020,4,6,***,
2020,4,7,***,
2020,4,8,***,
2020,4,9,19.58,#
2020,4,10,21.68,C
